index,home_team,away_team,home_coeff,away_coeff,mean_coeff,tvalue_home,tvalue_away,home_team_score,away_team_score,importance,home_team_result
20479,Armenia,Liechtenstein,0.99,0.99,0.99,100,50,2,1,2.5,Win
20480,Gibraltar,North Macedonia,0.99,0.99,0.99,50,130,0,2,2.5,Lose
20481,Austria,Sweden,0.99,0.99,0.99,177,187,2,0,1,Win
20482,Bahrain,Philippines,0.85,0.85,0.85,87,85,1,1,1,Draw
20483,Jordan,Lebanon,0.85,0.85,0.85,90,121,0,1,1,Lose
20484,Kyrgyz Republic,Palestine,0.85,0.85,0.85,108,101,1,1,1,Draw
20485,Netherlands,Peru,0.99,1,0.995,183,180,2,1,1,Win
20486,Portugal,Croatia,0.99,0.99,0.99,193,196,1,1,1,Draw
20487,Trinidad and Tobago,United Arab Emirates,1,0.85,0.925,109,123,2,0,1,Win
20488,Uzbekistan,Syria,0.85,0.85,0.85,105,127,1,1,1,Draw
20489,Mongolia,Guam,0.85,0.85,0.85,50,50,1,1,1,Draw
20490,Nepal,Bhutan,0.85,0.85,0.85,50,50,4,0,1,Win
20491,Bangladesh,Pakistan,0.85,0.85,0.85,50,50,1,0,1,Win
20492,Dominica,Suriname,0.85,1,0.925,50,50,0,0,1,Draw
20493,Guyana,Barbados,1,0.85,0.925,50,50,3,0,1,Win
20494,Italy,Poland,0.99,0.99,0.99,179,182,1,1,2.5,Draw
20495,Turkey,Russia,0.99,0.99,0.99,162,151,1,2,2.5,Lose
20496,Albania,Israel,0.99,0.99,0.99,142,107,1,0,2.5,Win
20497,Lithuania,Serbia,0.99,0.99,0.99,73,164,0,1,2.5,Lose
20498,Romania,Montenegro,0.99,0.99,0.99,172,159,0,0,2.5,Draw
20499,Faroe Islands,Malta,0.99,0.99,0.99,110,50,3,1,2.5,Win
20500,Azerbaijan,Kosovo,0.99,0.99,0.99,95,59,0,0,2.5,Draw
20501,Argentina,Guatemala,1,0.85,0.925,189,54,3,0,1,Win
20502,Chinese Taipei,Malaysia,0.85,0.85,0.85,75,50,2,0,1,Win
20503,Ecuador,Jamaica,1,0.85,0.925,140,146,2,0,1,Win
20504,Korea Republic,Costa Rica,0.85,0.85,0.85,143,168,2,0,1,Win
20505,Mexico,Uruguay,0.85,1,0.925,184,195,1,4,1,Lose
20506,Qatar,China PR,0.85,0.85,0.85,102,125,1,0,1,Win
20507,Scotland,Belgium,0.99,0.99,0.99,160,198,0,4,1,Lose
20508,Singapore,Mauritius,0.85,0.85,0.85,50,50,1,1,1,Draw
20509,USA,Brazil,0.85,1,0.925,178,197,0,2,1,Lose
20510,Venezuela,Colombia,1,1,1,169,186,1,2,1,Lose
20511,Maldives,Sri Lanka,0.85,0.85,0.85,50,50,0,0,1,Draw
20512,Antigua and Barbuda,St. Lucia,0.85,0.85,0.85,74,50,0,3,1,Lose
20513,Belize,Bahamas,0.85,0.85,0.85,50,50,4,0,1,Win
20514,Switzerland,Iceland,0.99,0.99,0.99,192,168,6,0,2.5,Win
20515,England,Spain,0.99,0.99,0.99,194,191,1,2,2.5,Lose
20516,Northern Ireland,Bosnia and Herzegovina,0.99,0.99,0.99,173,161,1,2,2.5,Lose
20517,Finland,Hungary,0.99,0.99,0.99,138,149,1,0,2.5,Win
20518,Estonia,Greece,0.99,0.99,0.99,106,158,0,1,2.5,Lose
20519,Belarus,San Marino,0.99,0.99,0.99,122,50,5,0,2.5,Win
20520,Luxembourg,Moldova,0.99,0.99,0.99,115,50,4,0,2.5,Win
20521,Brunei Darussalam,Timor-Leste,0.85,0.85,0.85,50,50,1,0,1,Win
20522,Equatorial Guinea,Sudan,0.85,0.85,0.85,57,72,1,0,2.5,Win
20523,Comoros,Cameroon,0.85,0.85,0.85,51,153,1,1,2.5,Draw
20524,Gabon,Burundi,0.85,0.85,0.85,114,52,1,1,2.5,Draw
20525,Gambia,Algeria,0.85,0.85,0.85,50,134,1,1,2.5,Draw
20526,South Africa,Libya,0.85,0.85,0.85,126,99,0,0,2.5,Draw
20527,Mauritania,Burkina Faso,0.85,0.85,0.85,94,148,2,0,2.5,Win
20528,Egypt,Niger,0.85,0.85,0.85,135,97,6,0,2.5,Win
20529,Namibia,Zambia,0.85,0.85,0.85,83,124,1,1,2.5,Draw
20530,Uganda,Tanzania,0.85,0.85,0.85,118,60,0,0,2.5,Draw
20531,Pakistan,Bhutan,0.85,0.85,0.85,50,50,3,0,1,Win
20532,Bangladesh,Nepal,0.85,0.85,0.85,50,50,0,2,1,Lose
20533,St. Vincent and the Grenadines,Nicaragua,0.85,0.85,0.85,50,68,0,2,1,Lose
20534,Cuba,Turks and Caicos Islands,0.85,0.85,0.85,50,50,11,0,1,Win
20535,Montserrat,El Salvador,0.85,0.85,0.85,50,128,1,2,1,Lose
20536,France,Netherlands,0.99,0.99,0.99,200,183,2,1,2.5,Win
20537,Ukraine,Slovakia,0.99,0.99,0.99,165,174,1,0,2.5,Win
20538,Denmark,Wales,0.99,0.99,0.99,191,181,2,0,2.5,Win
20539,Bulgaria,Norway,0.99,0.99,0.99,153,147,1,0,2.5,Win
20540,Cyprus,Slovenia,0.99,0.99,0.99,113,145,2,1,2.5,Win
20541,Georgia,Latvia,0.99,0.99,0.99,104,71,1,0,2.5,Win
20542,North Macedonia,Armenia,0.99,0.99,0.99,130,100,2,0,2.5,Win
20543,Liechtenstein,Gibraltar,0.99,0.99,0.99,50,50,2,0,2.5,Win
20544,Germany,Peru,0.99,1,0.995,185,180,2,1,1,Win
20545,Lebanon,Oman,0.85,0.85,0.85,121,116,0,0,1,Draw
20546,Congo,Zimbabwe,0.85,0.85,0.85,117,82,1,1,2.5,Draw
20547,Rwanda,Côte d'Ivoire,0.85,0.85,0.85,64,133,1,2,2.5,Lose
20548,India,Maldives,0.85,0.85,0.85,104,50,2,0,1,Win
20549,US Virgin Islands,Canada,0.85,0.85,0.85,50,121,0,8,1,Lose
20550,Aruba,Bermuda,0.85,0.85,0.85,50,50,3,1,1,Win
20551,Jamaica,Cayman Islands,0.85,0.85,0.85,146,50,4,0,1,Win
20552,St. Kitts and Nevis,Puerto Rico,0.85,0.85,0.85,65,50,1,0,1,Win
20553,Portugal,Italy,0.99,0.99,0.99,193,179,1,0,2.5,Win
20554,Sweden,Turkey,0.99,0.99,0.99,187,162,2,3,2.5,Lose
20555,Scotland,Albania,0.99,0.99,0.99,160,142,2,0,2.5,Win
20556,Montenegro,Lithuania,0.99,0.99,0.99,159,73,2,0,2.5,Win
20557,Serbia,Romania,0.99,0.99,0.99,164,172,2,2,2.5,Draw
20558,Andorra,Kazakhstan,0.99,0.99,0.99,70,84,1,1,2.5,Draw
20559,Kosovo,Faroe Islands,0.99,0.99,0.99,59,110,2,0,2.5,Win
20560,Malta,Azerbaijan,0.99,0.99,0.99,50,95,1,1,2.5,Draw
20561,Bahrain,China PR,0.85,0.85,0.85,87,125,0,0,1,Draw
20562,Cambodia,Malaysia,0.85,0.85,0.85,50,50,1,3,1,Lose
20563,Kuwait,Iraq,0.85,0.85,0.85,50,111,2,2,1,Draw
20564,Kyrgyz Republic,Syria,0.85,0.85,0.85,108,127,2,1,1,Win
20565,Russia,Czech Republic,0.99,0.99,0.99,151,156,5,1,1,Win
20566,Saudi Arabia,Bolivia,0.85,1,0.925,130,141,2,2,1,Draw
20567,Curaçao,Grenada,0.85,0.85,0.85,119,50,10,0,1,Win
20568,Iceland,Belgium,0.99,0.99,0.99,168,198,0,3,2.5,Lose
20569,Spain,Croatia,0.99,0.99,0.99,191,196,6,0,2.5,Win
20570,Bosnia and Herzegovina,Austria,0.99,0.99,0.99,161,177,1,0,2.5,Win
20571,Hungary,Greece,0.99,0.99,0.99,149,158,2,1,2.5,Win
20572,Finland,Estonia,0.99,0.99,0.99,138,106,1,0,2.5,Win
20573,San Marino,Luxembourg,0.99,0.99,0.99,50,115,0,3,2.5,Lose
20574,Moldova,Belarus,0.99,0.99,0.99,50,122,0,0,2.5,Draw
20575,Colombia,Argentina,1,1,1,186,189,0,0,1,Draw
20576,Ecuador,Guatemala,1,0.85,0.925,140,54,2,0,1,Win
20577,England,Switzerland,0.99,0.99,0.99,194,192,1,0,1,Win
20578,Gabon,Zambia,0.85,0.85,0.85,114,124,0,1,1,Lose
20579,Indonesia,Mauritius,0.85,0.85,0.85,50,50,1,0,1,Win
20580,Japan,Costa Rica,0.85,0.85,0.85,145,168,3,0,1,Win
20581,Jordan,Oman,0.85,0.85,0.85,90,116,0,0,1,Draw
20582,Kenya,Malawi,0.85,0.85,0.85,88,77,1,0,1,Win
20583,Korea Republic,Chile,0.85,1,0.925,143,188,0,0,1,Draw
20584,Laos,United Arab Emirates,0.85,0.85,0.85,50,123,0,3,1,Lose
20585,Liberia,Nigeria,0.85,0.85,0.85,50,151,1,2,1,Lose
20586,Northern Ireland,Israel,0.99,0.99,0.99,173,107,3,0,1,Win
20587,Panama,Venezuela,0.85,1,0.925,131,169,0,2,1,Lose
20588,Poland,Republic of Ireland,0.99,0.99,0.99,182,171,1,1,1,Draw
20589,Qatar,Palestine,0.85,0.85,0.85,102,101,3,0,1,Win
20590,Singapore,Fiji,0.85,0.85,0.85,50,50,2,0,1,Win
20591,USA,Mexico,0.85,0.85,0.85,178,184,1,0,1,Win
20592,Uzbekistan,IR Iran,0.85,0.85,0.85,105,168,0,1,1,Lose
20593,Brazil,El Salvador,1,0.85,0.925,197,128,5,0,1,Win
20594,India,Pakistan,0.85,0.85,0.85,104,50,3,1,1,Win
20595,Nepal,Maldives,0.85,0.85,0.85,50,50,0,3,1,Lose
20596,Maldives,India,0.85,0.85,0.85,50,104,2,1,1,Win
20597,Botswana,Namibia,0.85,0.85,0.85,58,84,1,0,1,Win
20598,St. Vincent and the Grenadines,Barbados,0.85,0.85,0.85,50,50,1,1,1,Draw
20599,Albania,Jordan,0.99,0.85,0.92,143,90,0,0,1,Draw
20600,Indonesia,Myanmar,0.85,0.85,0.85,50,62,3,0,1,Win
20601,Italy,Ukraine,0.99,0.99,0.99,180,171,1,1,1,Draw
20602,Ethiopia,Kenya,0.85,0.85,0.85,51,93,0,0,2.5,Draw
20603,Zambia,Guinea-Bissau,0.85,0.85,0.85,125,79,2,1,2.5,Win
20604,Poland,Portugal,0.99,0.99,0.99,182,193,2,3,2.5,Lose
20605,Russia,Sweden,0.99,0.99,0.99,154,185,0,0,2.5,Draw
20606,Israel,Scotland,0.99,0.99,0.99,106,161,2,1,2.5,Win
20607,Montenegro,Serbia,0.99,0.99,0.99,159,165,0,2,2.5,Lose
20608,Lithuania,Romania,0.99,0.99,0.99,74,173,1,2,2.5,Lose
20609,Faroe Islands,Azerbaijan,0.99,0.99,0.99,108,92,0,3,2.5,Lose
20610,Kosovo,Malta,0.99,0.99,0.99,62,50,3,1,2.5,Win
20611,Argentina,Iraq,1,0.85,0.925,189,111,4,0,1,Win
20612,Bahrain,Syria,0.85,0.85,0.85,88,126,0,1,1,Lose
20613,France,Iceland,0.99,0.99,0.99,200,164,2,2,1,Draw
20614,Honduras,United Arab Emirates,0.85,0.85,0.85,138,123,1,1,1,Draw
20615,Hong Kong,Thailand,0.85,0.85,0.85,57,78,0,1,1,Lose
20616,Kuwait,Lebanon,0.85,0.85,0.85,50,123,1,0,1,Win
20617,Mexico,Costa Rica,0.85,0.85,0.85,185,163,3,2,1,Win
20618,Turkey,Bosnia and Herzegovina,0.99,0.99,0.99,162,166,0,0,1,Draw
20619,USA,Colombia,0.85,1,0.925,178,186,2,4,1,Lose
20620,Wales,Spain,0.99,0.99,0.99,181,191,1,4,1,Lose
20621,Congo,Liberia,0.85,0.85,0.85,116,50,3,1,2.5,Win
20622,Belgium,Switzerland,0.99,0.99,0.99,200,192,2,1,2.5,Win
20623,Croatia,England,0.99,0.99,0.99,196,194,0,0,2.5,Draw
20624,Austria,Northern Ireland,0.99,0.99,0.99,176,172,1,0,2.5,Win
20625,Estonia,Finland,0.99,0.99,0.99,102,142,0,1,2.5,Lose
20626,Greece,Hungary,0.99,0.99,0.99,158,151,1,0,2.5,Win
20627,Belarus,Luxembourg,0.99,0.99,0.99,120,118,1,0,2.5,Win
20628,Moldova,San Marino,0.99,0.99,0.99,50,50,2,0,2.5,Win
20629,Cambodia,Timor-Leste,0.85,0.85,0.85,50,50,2,2,1,Draw
20630,Japan,Panama,0.85,0.85,0.85,146,130,3,0,1,Win
20631,Korea Republic,Uruguay,0.85,1,0.925,145,195,2,1,1,Win
20632,Peru,Chile,1,1,1,179,188,3,0,1,Win
20633,Qatar,Ecuador,0.85,1,0.925,106,142,4,3,1,Win
20634,Saudi Arabia,Brazil,0.85,1,0.925,129,197,0,2,1,Lose
20635,Singapore,Mongolia,0.85,0.85,0.85,50,50,2,0,1,Win
20636,Sri Lanka,Malaysia,0.85,0.85,0.85,50,50,1,4,1,Lose
20637,Cameroon,Malawi,0.85,0.85,0.85,150,75,1,0,2.5,Win
20638,Gabon,South Sudan,0.85,0.85,0.85,113,50,3,0,2.5,Win
20639,Togo,Gambia,0.85,0.85,0.85,77,50,1,1,2.5,Draw
20640,Côte d'Ivoire,Central African Republic,0.85,0.85,0.85,134,89,4,0,2.5,Win
20641,Angola,Mauritania,0.85,0.85,0.85,65,97,4,1,2.5,Win
20642,Egypt,Eswatini,0.85,0.85,0.85,136,64,4,1,2.5,Win
20643,Cabo Verde,Tanzania,0.85,0.85,0.85,133,60,3,0,2.5,Win
20644,US Virgin Islands,Curaçao,0.85,0.85,0.85,50,119,0,5,1,Lose
20645,Bahamas,Antigua and Barbuda,0.85,0.85,0.85,50,73,0,6,1,Lose
20646,Dominican Republic,Cayman Islands,0.85,0.85,0.85,50,50,3,0,1,Win
20647,Grenada,Cuba,0.85,0.85,0.85,50,50,0,2,1,Lose
20648,Netherlands,Germany,0.99,0.99,0.99,183,188,3,0,2.5,Win
20649,Slovakia,Czech Republic,0.99,0.99,0.99,174,153,1,2,2.5,Lose
20650,Republic of Ireland,Denmark,0.99,0.99,0.99,170,190,0,0,2.5,Draw
20651,Norway,Slovenia,0.99,0.99,0.99,148,139,1,0,2.5,Win
20652,Bulgaria,Cyprus,0.99,0.99,0.99,156,114,2,1,2.5,Win
20653,Latvia,Kazakhstan,0.99,0.99,0.99,69,82,1,1,2.5,Draw
20654,Georgia,Andorra,0.99,0.99,0.99,107,72,3,0,2.5,Win
20655,Armenia,Gibraltar,0.99,0.99,0.99,100,50,0,1,2.5,Lose
20656,North Macedonia,Liechtenstein,0.99,0.99,0.99,132,50,4,1,2.5,Win
20657,China PR,India,0.85,0.85,0.85,124,103,0,0,1,Draw
20658,Myanmar,Bolivia,0.85,1,0.925,62,142,0,3,1,Lose
20659,Oman,Philippines,0.85,0.85,0.85,115,86,1,1,1,Draw
20660,Uzbekistan,Korea DPR,0.85,0.85,0.85,104,91,2,0,1,Win
20661,Equatorial Guinea,Madagascar,0.85,0.85,0.85,59,94,0,1,2.5,Lose
20662,Nigeria,Libya,0.85,0.85,0.85,152,101,4,0,2.5,Win
20663,Turks and Caicos Islands,Guyana,0.85,1,0.925,50,50,0,8,1,Lose
20664,Suriname,British Virgin Islands,1,0.85,0.925,50,50,5,0,1,Win
20665,El Salvador,Barbados,0.85,0.85,0.85,128,50,3,0,1,Win
20666,Poland,Italy,0.99,0.99,0.99,182,180,0,1,2.5,Lose
20667,Russia,Turkey,0.99,0.99,0.99,154,162,2,0,2.5,Win
20668,Israel,Albania,0.99,0.99,0.99,106,143,2,0,2.5,Win
20669,Romania,Serbia,0.99,0.99,0.99,173,165,0,0,2.5,Draw
20670,Lithuania,Montenegro,0.99,0.99,0.99,74,159,1,4,2.5,Lose
20671,Faroe Islands,Kosovo,0.99,0.99,0.99,108,62,1,1,2.5,Draw
20672,Azerbaijan,Malta,0.99,0.99,0.99,92,50,1,1,2.5,Draw
20673,Scotland,Portugal,0.99,0.99,0.99,161,193,1,3,1,Lose
20674,Thailand,Trinidad and Tobago,0.85,1,0.925,78,110,1,0,1,Win
20675,Guinea-Bissau,Zambia,0.85,0.85,0.85,79,125,2,1,2.5,Win
20676,Montserrat,Belize,0.85,0.85,0.85,50,50,1,0,1,Win
20677,Nicaragua,Anguilla,0.85,0.85,0.85,72,50,6,0,1,Win
20678,Iceland,Switzerland,0.99,0.99,0.99,164,192,1,2,2.5,Lose
20679,Spain,England,0.99,0.99,0.99,191,194,2,3,2.5,Lose
20680,Bosnia and Herzegovina,Northern Ireland,0.99,0.99,0.99,166,172,2,0,2.5,Win
20681,Estonia,Hungary,0.99,0.99,0.99,102,151,3,3,2.5,Draw
20682,Finland,Greece,0.99,0.99,0.99,142,158,2,0,2.5,Win
20683,Luxembourg,San Marino,0.99,0.99,0.99,118,50,3,0,2.5,Win
20684,Belarus,Moldova,0.99,0.99,0.99,120,50,0,0,2.5,Draw
20685,Croatia,Jordan,0.99,0.85,0.92,196,90,2,1,1,Win
20686,Kuwait,Australia,0.85,0.85,0.85,50,157,0,4,1,Lose
20687,Saudi Arabia,Iraq,0.85,0.85,0.85,129,111,1,1,1,Draw
20688,France,Germany,0.99,0.99,0.99,200,188,2,1,2.5,Win
20689,Ukraine,Czech Republic,0.99,0.99,0.99,171,153,1,0,2.5,Win
20690,Republic of Ireland,Wales,0.99,0.99,0.99,170,181,0,1,2.5,Lose
20691,Norway,Bulgaria,0.99,0.99,0.99,148,156,1,0,2.5,Win
20692,Slovenia,Cyprus,0.99,0.99,0.99,139,114,1,1,2.5,Draw
20693,Kazakhstan,Andorra,0.99,0.99,0.99,82,72,4,0,2.5,Win
20694,Latvia,Georgia,0.99,0.99,0.99,69,107,0,3,2.5,Lose
20695,Armenia,North Macedonia,0.99,0.99,0.99,100,132,4,0,2.5,Win
20696,Gibraltar,Liechtenstein,0.99,0.99,0.99,50,50,2,1,2.5,Win
20697,Bahrain,Myanmar,0.85,0.85,0.85,88,62,4,1,1,Win
20698,Belgium,Netherlands,0.99,0.99,0.99,200,183,1,1,1,Draw
20699,Cambodia,Singapore,0.85,0.85,0.85,50,50,1,2,1,Lose
20700,China PR,Syria,0.85,0.85,0.85,124,126,2,0,1,Win
20701,Colombia,Costa Rica,1,0.85,0.925,186,163,3,1,1,Win
20702,Denmark,Austria,0.99,0.99,0.99,190,176,2,0,1,Win
20703,Indonesia,Hong Kong,0.85,0.85,0.85,50,57,1,1,1,Draw
20704,IR Iran,Bolivia,0.85,1,0.925,167,142,2,1,1,Win
20705,Japan,Uruguay,0.85,1,0.925,146,195,4,3,1,Win
20706,Korea Republic,Panama,0.85,0.85,0.85,145,130,2,2,1,Draw
20707,Laos,Mongolia,0.85,0.85,0.85,50,50,1,4,1,Lose
20708,Malaysia,Kyrgyz Republic,0.85,0.85,0.85,50,109,0,1,1,Lose
20709,Mexico,Chile,0.85,1,0.925,185,188,0,1,1,Lose
20710,Oman,Ecuador,0.85,1,0.925,115,142,0,0,1,Draw
20711,Sweden,Slovakia,0.99,0.99,0.99,185,174,1,1,1,Draw
20712,United Arab Emirates,Venezuela,0.85,1,0.925,123,168,0,2,1,Lose
20713,USA,Peru,0.85,1,0.925,178,179,1,1,1,Draw
20714,Uzbekistan,Qatar,0.85,0.85,0.85,104,106,2,0,1,Win
20715,Madagascar,Equatorial Guinea,0.85,0.85,0.85,94,59,1,0,2.5,Win
20716,Malawi,Cameroon,0.85,0.85,0.85,75,150,0,0,2.5,Draw
20717,Burundi,Mali,0.85,0.85,0.85,52,137,1,1,2.5,Draw
20718,Benin,Algeria,0.85,0.85,0.85,112,131,1,0,2.5,Win
20719,Seychelles,South Africa,0.85,0.85,0.85,50,127,0,0,2.5,Draw
20720,Liberia,Congo,0.85,0.85,0.85,50,116,2,1,2.5,Win
20721,Central African Republic,Côte d'Ivoire,0.85,0.85,0.85,89,134,0,0,2.5,Draw
20722,Mauritania,Angola,0.85,0.85,0.85,97,65,1,0,2.5,Win
20723,Eswatini,Egypt,0.85,0.85,0.85,64,136,0,2,2.5,Lose
20724,Tanzania,Cabo Verde,0.85,0.85,0.85,60,133,2,0,2.5,Win
20725,Argentina,Brazil,1,1,1,189,197,0,1,1,Lose
20726,Canada,Dominica,0.85,0.85,0.85,121,50,5,0,1,Win
20727,St. Lucia,Haiti,0.85,0.85,0.85,50,96,1,2,1,Lose
20728,Malaysia,Maldives,0.85,0.85,0.85,50,50,3,0,1,Win
20729,Cambodia,Malaysia,0.85,0.85,0.85,50,50,0,1,1,Lose
20730,Laos,Vietnam,0.85,0.85,0.85,50,98,0,3,1,Lose
20731,Singapore,Indonesia,0.85,0.85,0.85,50,50,1,0,1,Win
20732,Thailand,Timor-Leste,0.85,0.85,0.85,79,50,7,0,1,Win
20733,Korea DPR,Mongolia,0.85,0.85,0.85,90,50,4,1,1,Win
20734,Chinese Taipei,Hong Kong,0.85,0.85,0.85,76,56,1,2,1,Lose
20735,Myanmar,Cambodia,0.85,0.85,0.85,59,50,4,1,1,Win
20736,Malaysia,Laos,0.85,0.85,0.85,50,50,3,1,1,Win
20737,Indonesia,Timor-Leste,0.85,0.85,0.85,50,50,3,1,1,Win
20738,Philippines,Singapore,0.85,0.85,0.85,84,50,1,0,1,Win
20739,Chinese Taipei,Mongolia,0.85,0.85,0.85,76,50,2,1,1,Win
20740,Hong Kong,Korea DPR,0.85,0.85,0.85,56,90,0,0,1,Draw
20741,Switzerland,Qatar,0.99,0.85,0.92,192,104,0,1,1,Lose
20742,Vanuatu,New Caledonia,0.85,0.85,0.85,50,50,0,1,1,Lose
20743,Belgium,Iceland,0.99,0.99,0.99,200,164,2,0,2.5,Win
20744,Croatia,Spain,0.99,0.99,0.99,196,191,3,2,2.5,Win
20745,Austria,Bosnia and Herzegovina,0.99,0.99,0.99,176,168,0,0,2.5,Draw
20746,Hungary,Estonia,0.99,0.99,0.99,145,102,2,0,2.5,Win
20747,Greece,Finland,0.99,0.99,0.99,158,144,1,0,2.5,Win
20748,Andorra,Georgia,0.99,0.99,0.99,67,108,1,1,2.5,Draw
20749,Kazakhstan,Latvia,0.99,0.99,0.99,83,68,1,1,2.5,Draw
20750,Luxembourg,Belarus,0.99,0.99,0.99,116,122,0,2,2.5,Lose
20751,San Marino,Moldova,0.99,0.99,0.99,50,50,0,1,2.5,Lose
20752,England,USA,0.99,0.85,0.92,195,177,3,0,1,Win
20753,Germany,Russia,0.99,0.99,0.99,186,159,3,0,1,Win
20754,IR Iran,Trinidad and Tobago,0.85,1,0.925,170,107,1,0,1,Win
20755,Israel,Guatemala,0.99,0.85,0.92,109,53,7,0,1,Win
20756,Peru,Ecuador,1,1,1,180,139,0,2,1,Lose
20757,Poland,Czech Republic,0.99,0.99,0.99,179,152,0,1,1,Lose
20758,Republic of Ireland,Northern Ireland,0.99,0.99,0.99,167,166,0,0,1,Draw
20759,Uzbekistan,Lebanon,0.85,0.85,0.85,106,118,0,0,1,Draw
20760,Netherlands,France,0.99,0.99,0.99,185,198,2,0,2.5,Win
20761,Slovakia,Ukraine,0.99,0.99,0.99,172,173,4,1,2.5,Win
20762,Wales,Denmark,0.99,0.99,0.99,182,190,1,2,2.5,Lose
20763,Slovenia,Norway,0.99,0.99,0.99,138,152,1,1,2.5,Draw
20764,Cyprus,Bulgaria,0.99,0.99,0.99,114,155,1,1,2.5,Draw
20765,Gibraltar,Armenia,0.99,0.99,0.99,50,99,2,6,2.5,Lose
20766,Liechtenstein,North Macedonia,0.99,0.99,0.99,50,132,0,2,2.5,Lose
20767,Argentina,Mexico,1,0.85,0.925,188,184,2,0,1,Win
20768,Brazil,Uruguay,1,1,1,197,194,1,0,1,Win
20769,Chile,Costa Rica,1,0.85,0.925,187,163,2,3,1,Lose
20770,Honduras,Panama,0.85,0.85,0.85,138,130,1,0,1,Win
20771,Japan,Venezuela,0.85,1,0.925,150,171,1,1,1,Draw
20772,Oman,Syria,0.85,0.85,0.85,116,126,1,1,1,Draw
20773,Palestine,Pakistan,0.85,0.85,0.85,101,50,2,1,1,Win
20774,Saudi Arabia,Yemen,0.85,0.85,0.85,128,69,1,0,1,Win
20775,United Arab Emirates,Bolivia,0.85,1,0.925,119,141,0,0,1,Draw
20776,Laos,Myanmar,0.85,0.85,0.85,50,59,1,3,1,Lose
20777,Vietnam,Malaysia,0.85,0.85,0.85,98,50,2,0,1,Win
20778,Morocco,Cameroon,0.85,0.85,0.85,153,149,2,0,2.5,Win
20779,South Sudan,Burundi,0.85,0.85,0.85,50,58,2,5,2.5,Lose
20780,Egypt,Tunisia,0.85,0.85,0.85,142,178,3,2,2.5,Win
20781,Chinese Taipei,Korea DPR,0.85,0.85,0.85,76,90,0,2,1,Lose
20782,Mongolia,Hong Kong,0.85,0.85,0.85,50,56,1,5,1,Lose
20783,Bermuda,El Salvador,0.85,0.85,0.85,50,130,1,0,1,Win
20784,Aruba,Montserrat,0.85,0.85,0.85,50,50,0,2,1,Lose
20785,Belize,Puerto Rico,0.85,0.85,0.85,50,50,1,0,1,Win
20786,Italy,Portugal,0.99,0.99,0.99,181,193,0,0,2.5,Draw
20787,Turkey,Sweden,0.99,0.99,0.99,162,183,0,1,2.5,Lose
20788,Albania,Scotland,0.99,0.99,0.99,140,160,0,4,2.5,Lose
20789,Serbia,Montenegro,0.99,0.99,0.99,165,161,2,1,2.5,Win
20790,Romania,Lithuania,0.99,0.99,0.99,174,71,3,0,2.5,Win
20791,Malta,Kosovo,0.99,0.99,0.99,50,63,0,5,2.5,Lose
20792,Azerbaijan,Faroe Islands,0.99,0.99,0.99,93,105,2,0,2.5,Win
20793,Australia,Korea Republic,0.85,0.85,0.85,158,147,1,1,1,Draw
20794,Jordan,India,0.85,0.85,0.85,88,103,2,1,1,Win
20795,Vanuatu,New Caledonia,0.85,0.85,0.85,50,50,2,2,1,Draw
20796,Thailand,Indonesia,0.85,0.85,0.85,79,50,4,2,1,Win
20797,Timor-Leste,Philippines,0.85,0.85,0.85,50,84,2,3,1,Lose
20798,Equatorial Guinea,Senegal,0.85,0.85,0.85,54,175,0,1,2.5,Lose
20799,Gambia,Benin,0.85,0.85,0.85,50,113,3,1,2.5,Win
20800,Seychelles,Libya,0.85,0.85,0.85,50,95,1,8,2.5,Lose
20801,Namibia,Guinea-Bissau,0.85,0.85,0.85,91,81,0,0,2.5,Draw
20802,Uganda,Cabo Verde,0.85,0.85,0.85,121,132,1,0,2.5,Win
20803,Cuba,Dominican Republic,0.85,0.85,0.85,50,50,1,0,1,Win
20804,Jamaica,Suriname,0.85,1,0.925,147,50,2,1,1,Win
20805,Cayman Islands,St. Lucia,0.85,0.85,0.85,50,50,0,0,1,Draw
20806,Nicaragua,Haiti,0.85,0.85,0.85,73,97,0,2,1,Lose
20807,Switzerland,Belgium,0.99,0.99,0.99,192,200,5,2,2.5,Win
20808,England,Croatia,0.99,0.99,0.99,195,196,2,1,2.5,Win
20809,Northern Ireland,Austria,0.99,0.99,0.99,166,176,1,2,2.5,Lose
20810,Greece,Estonia,0.99,0.99,0.99,158,102,0,1,2.5,Lose
20811,Hungary,Finland,0.99,0.99,0.99,145,144,2,0,2.5,Win
20812,San Marino,Belarus,0.99,0.99,0.99,50,122,0,2,2.5,Lose
20813,Moldova,Luxembourg,0.99,0.99,0.99,50,116,1,1,2.5,Draw
20814,Spain,Bosnia and Herzegovina,0.99,0.99,0.99,191,168,1,0,1,Win
20815,Ethiopia,Ghana,0.85,0.85,0.85,50,148,0,2,2.5,Lose
20816,Congo,Congo DR,0.85,0.85,0.85,113,154,1,1,2.5,Draw
20817,Guinea,Côte d'Ivoire,0.85,0.85,0.85,135,136,1,1,2.5,Draw
20818,Angola,Burkina Faso,0.85,0.85,0.85,70,143,2,1,2.5,Win
20819,Turks and Caicos Islands,St. Vincent and the Grenadines,0.85,0.85,0.85,50,50,3,2,1,Win
20820,Bahamas,Anguilla,0.85,0.85,0.85,50,50,1,1,1,Draw
